SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
438024,1,Revolving loans,F,N,Y,0,112500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-8382,-104,-3182.0,-961,,1,1,0,1,0,0,Laborers,1.0,2,2,THURSDAY,8,0,0,0,1,1,0,Business Entity Type 3,,0.3062966876869662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,-695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
438424,1,Revolving loans,M,N,N,2,134550.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Incomplete higher,Married,With parents,0.020713,-11942,-846,-4831.0,-3765,,1,1,1,1,0,0,Laborers,4.0,3,2,WEDNESDAY,6,0,0,0,0,0,0,Self-employed,,0.08237222410892793,0.3425288720742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-37.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
438505,1,Revolving loans,M,N,N,0,157500.0,202500.0,10125.0,202500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,Rented apartment,0.031329,-9368,-1288,-1905.0,-1904,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,15,0,0,0,1,1,0,Transport: type 4,0.2186757967222313,0.6603779288342263,0.4740512892789932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,5.0
438562,1,Revolving loans,F,N,Y,0,90000.0,225000.0,11250.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010556,-21953,365243,-1229.0,-4061,,1,0,0,1,1,0,,2.0,3,3,FRIDAY,10,0,0,0,0,0,0,XNA,,0.6462637759660365,0.6512602186973006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,0.0,-686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
438627,1,Revolving loans,M,N,Y,0,90000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-21101,-887,-13657.0,-4279,,1,1,0,0,0,0,Laborers,2.0,3,3,FRIDAY,10,0,0,0,0,0,0,Self-employed,,0.12494120183190865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
439969,1,Revolving loans,F,N,Y,1,112500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.018209,-15837,-154,-3107.0,-4145,,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,11,0,0,0,0,1,1,Business Entity Type 1,0.5574173890242348,0.30907758284606074,0.4956658291397297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
440004,1,Revolving loans,M,N,N,0,270000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.007120000000000001,-8352,-162,-3186.0,-891,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,14,0,1,1,0,1,1,Business Entity Type 3,,0.5076112142232387,0.3344541255096772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
440495,1,Revolving loans,F,Y,Y,0,180000.0,270000.0,13500.0,270000.0,Family,Working,Lower secondary,Married,House / apartment,0.015221,-12393,-4475,-4106.0,-92,1.0,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.2415675898638518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
440598,1,Revolving loans,M,N,Y,2,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-10686,-646,-8366.0,-3366,,1,1,0,1,0,0,Drivers,4.0,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,0.13356159201451118,0.4842187325927011,0.34090642641523844,0.1093,0.0836,0.9876,0.83,,0.12,0.1034,0.3333,0.375,0.0631,0.0891,0.1177,0.0039,0.0082,0.1113,0.0868,0.9876,0.8367,,0.1208,0.1034,0.3333,0.375,0.0645,0.0973,0.1227,0.0039,0.0086,0.1103,0.0836,0.9876,0.8323,,0.12,0.1034,0.3333,0.375,0.0642,0.0906,0.1198,0.0039,0.0083,reg oper account,block of flats,0.11699999999999999,"Stone, brick",No,3.0,0.0,3.0,0.0,-255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
441408,1,Revolving loans,F,Y,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.003122,-9993,-947,-4.0,-2674,2.0,1,1,0,1,0,0,Core staff,2.0,3,3,TUESDAY,11,0,1,1,0,1,1,Government,0.5046655264446325,0.5786142848370875,0.10822632266971416,0.0879,,0.9975,0.9592,,0.0,0.1379,0.1146,0.1667,,0.0845,0.0733,0.0077,0.0017,0.0725,,0.998,0.9608,,0.0,0.1034,0.125,0.1667,,0.0882,0.057,0.0078,0.0,0.0869,,0.998,0.9597,,0.0,0.1379,0.125,0.1667,,0.0859,0.0749,0.0078,0.0018,reg oper account,block of flats,0.5528,"Stone, brick",No,1.0,1.0,1.0,1.0,-505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
441686,1,Revolving loans,F,Y,Y,1,108000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-15613,-5190,-7353.0,-4420,2.0,1,1,0,1,0,0,,3.0,3,3,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 2,,0.37782973107777656,0.2340151665320674,0.2938,,0.9886,0.8436,,0.24,0.2069,0.3333,,0.1196,,0.2251,,0.0015,0.2994,,0.9886,0.8497,,0.2417,0.2069,0.3333,,0.1223,,0.2345,,0.0016,0.2967,,0.9886,0.8457,,0.24,0.2069,0.3333,,0.1217,,0.2291,,0.0015,reg oper account,block of flats,0.1773,Panel,No,0.0,0.0,0.0,0.0,-1804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0
441965,1,Revolving loans,M,N,Y,0,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.007305,-14432,-946,-5356.0,-4907,,1,1,1,1,1,0,Sales staff,1.0,3,3,FRIDAY,12,0,0,0,0,0,0,Construction,,0.6062471402898594,0.3139166772114369,0.2474,0.2036,0.9891,0.8504,0.1065,0.24,0.2069,0.375,0.4167,0.1116,0.2009,0.2732,0.0039,0.0051,0.2521,0.2113,0.9891,0.8563,0.1075,0.2417,0.2069,0.375,0.4167,0.1142,0.2195,0.2846,0.0039,0.0054,0.2498,0.2036,0.9891,0.8524,0.1072,0.24,0.2069,0.375,0.4167,0.1136,0.2044,0.2781,0.0039,0.0052,reg oper account,block of flats,0.2743,Panel,No,7.0,0.0,7.0,0.0,-1373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
442012,1,Revolving loans,M,N,Y,0,146812.5,135000.0,6750.0,135000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,With parents,0.031329,-10653,-250,-1002.0,-2752,,1,1,1,1,0,0,Laborers,1.0,2,2,THURSDAY,12,1,1,0,1,1,0,Trade: type 3,,0.013167035002413459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,-783.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
442287,1,Revolving loans,M,Y,Y,1,225000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.022625,-10864,-3103,-522.0,-3407,1.0,1,1,1,1,1,0,Secretaries,3.0,2,2,MONDAY,15,0,0,0,0,0,0,Self-employed,0.29441627123544395,0.7827928199705348,0.5172965813614878,0.0,,0.0,,,0.0,,,,,,,,,0.0,,0.0005,,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,block of flats,0.0,,No,0.0,0.0,0.0,0.0,-649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
442521,1,Revolving loans,F,N,Y,1,112500.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-18778,-5083,-242.0,-2328,,1,1,0,1,0,0,Core staff,3.0,2,2,SATURDAY,9,0,0,0,0,0,0,Postal,,0.010610525500550564,0.4668640059537032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
442708,1,Revolving loans,F,Y,Y,1,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-9888,-670,-726.0,-747,11.0,1,1,1,1,0,0,Accountants,3.0,3,3,TUESDAY,4,0,0,0,0,0,0,Self-employed,0.2364677878860429,0.13243498122076575,0.06085459696592398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
443034,1,Revolving loans,F,N,Y,1,90000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.04622,-15395,-1814,-9465.0,-4442,,1,1,0,1,0,0,Cleaning staff,2.0,1,1,SATURDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.6876848560185816,0.3360615207658242,,,0.9732,,,,0.1034,0.1667,,,,,,,,,0.9732,,,,0.1034,0.1667,,,,,,,,,0.9732,,,,0.1034,0.1667,,,,,,,,block of flats,0.0455,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
443151,1,Revolving loans,F,N,Y,0,225000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004,-16178,-337,-8634.0,-4584,,1,1,0,1,0,0,,2.0,2,2,MONDAY,14,0,0,0,1,1,0,Business Entity Type 3,,0.16110452180048748,0.2263473957097693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
443246,1,Revolving loans,F,Y,Y,1,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005084,-8558,-1238,-4055.0,-1243,7.0,1,1,0,1,0,1,Core staff,3.0,2,2,SATURDAY,10,0,1,1,0,0,0,Trade: type 3,0.24502409814734585,0.0031851315149055053,0.4507472818545589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
443269,1,Revolving loans,M,N,Y,0,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Pensioner,Lower secondary,Single / not married,House / apartment,0.006852,-21774,365243,-8270.0,-1334,,1,0,0,1,0,0,,1.0,3,3,SUNDAY,5,0,0,0,0,0,0,XNA,0.7986572477139966,0.4582610921187897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
443358,1,Revolving loans,M,Y,Y,0,225000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-21449,-3752,-4335.0,-4257,7.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Construction,,0.30495552358294464,0.7751552674785404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2396.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
443725,1,Revolving loans,F,N,Y,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006852,-8051,-448,-726.0,-713,,1,1,0,1,0,0,,1.0,3,3,SUNDAY,8,0,0,0,0,0,0,Other,0.2169138997309822,0.02828278530869753,0.24318648044201235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,0.0,-364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
443892,1,Revolving loans,F,N,Y,1,180000.0,225000.0,11250.0,225000.0,Family,Working,Incomplete higher,Married,House / apartment,0.020713,-14073,-440,-4655.0,-4668,,1,1,0,1,0,0,Core staff,3.0,3,3,TUESDAY,12,0,0,0,0,0,0,Government,0.29697328480146945,0.3411523977071755,0.3893387918468769,0.0711,0.0727,0.9866,0.8164,0.011000000000000001,0.0,0.1379,0.1667,0.2083,0.0547,0.057999999999999996,0.0678,0.0,0.0,0.0725,0.0754,0.9866,0.8236,0.0111,0.0,0.1379,0.1667,0.2083,0.055999999999999994,0.0634,0.0707,0.0,0.0,0.0718,0.0727,0.9866,0.8189,0.0111,0.0,0.1379,0.1667,0.2083,0.0557,0.059000000000000004,0.0691,0.0,0.0,reg oper account,block of flats,0.0594,"Stone, brick",No,4.0,1.0,4.0,0.0,-168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
444180,1,Revolving loans,F,N,Y,0,405000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.035792000000000004,-11778,-873,-3087.0,-5,,1,1,0,1,0,0,IT staff,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Advertising,0.3053989790946348,0.6130174966102243,0.24988506275045536,0.0495,0.0,0.9732,0.6328,0.0,0.0,0.1034,0.125,0.1667,0.0355,0.0403,,0.0,0.0,0.0504,0.0,0.9732,0.6472,0.0,0.0,0.1034,0.125,0.1667,0.0363,0.0441,,0.0,0.0,0.05,0.0,0.9732,0.6377,0.0,0.0,0.1034,0.125,0.1667,0.0361,0.040999999999999995,,0.0,0.0,reg oper spec account,block of flats,0.028999999999999998,"Stone, brick",No,0.0,0.0,0.0,0.0,-451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,4.0
444442,1,Revolving loans,F,Y,Y,1,225000.0,202500.0,10125.0,202500.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-15387,-3278,-4407.0,-3901,9.0,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.5055177571833342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
444484,1,Revolving loans,M,N,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-18793,-112,-4328.0,-1213,,1,1,0,1,0,0,Managers,2.0,3,3,FRIDAY,11,0,0,0,0,0,0,School,,0.3587395191716368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
444560,1,Revolving loans,F,Y,Y,0,157500.0,495000.0,24750.0,495000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.035792000000000004,-10635,-1142,-1562.0,-2374,5.0,1,1,0,1,1,0,Sales staff,1.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.09113221992869028,0.5454915083495068,,0.1464,0.0,0.9781,,,0.0,0.0345,0.1667,,0.0316,,0.0595,,0.0001,0.1492,0.0,0.9782,,,0.0,0.0345,0.1667,,0.0323,,0.062,,0.0001,0.1478,0.0,0.9781,,,0.0,0.0345,0.1667,,0.0321,,0.0606,,0.0001,,block of flats,0.0547,"Stone, brick",No,0.0,0.0,0.0,0.0,-719.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
444857,1,Revolving loans,M,N,Y,1,99000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008625,-14879,-5797,-7315.0,-4379,,1,1,0,1,1,0,Laborers,3.0,2,2,TUESDAY,16,0,0,0,0,0,0,Other,0.2325389574531017,0.4152331130816776,0.7544061731797895,0.1113,0.0736,0.9841,0.7824,0.0743,0.12,0.1034,0.3333,0.375,0.0276,0.0908,0.1137,0.0,0.0,0.1134,0.0764,0.9841,0.7909,0.075,0.1208,0.1034,0.3333,0.375,0.0282,0.0992,0.1185,0.0,0.0,0.1124,0.0736,0.9841,0.7853,0.0748,0.12,0.1034,0.3333,0.375,0.0281,0.0923,0.1158,0.0,0.0,reg oper account,block of flats,0.1255,Panel,No,2.0,0.0,2.0,0.0,-806.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
445093,1,Revolving loans,M,Y,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003813,-8336,-470,-961.0,-971,5.0,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.16488727361936684,0.5513812618027899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
445128,1,Revolving loans,F,N,N,0,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.011657,-13368,-322,-13368.0,-427,,1,1,0,1,0,0,,1.0,1,1,WEDNESDAY,16,0,0,0,1,1,0,Business Entity Type 3,,0.5614168860891452,0.2032521136204725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
445532,1,Revolving loans,F,N,Y,1,83250.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008625,-7914,-1138,-982.0,-585,,1,1,1,1,0,0,,3.0,2,2,SATURDAY,14,0,0,0,0,1,1,Other,,0.29643536925446395,0.524496446363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-868.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
445604,1,Revolving loans,M,N,Y,0,180000.0,270000.0,13500.0,270000.0,Family,Working,Higher education,Married,House / apartment,0.00733,-9181,-228,-5875.0,-1744,,1,1,0,1,0,0,Sales staff,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Other,0.10490121143410266,0.5166533522494768,0.4471785780453068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
445607,1,Revolving loans,M,N,Y,0,135000.0,157500.0,7875.0,157500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00702,-21519,365243,-8984.0,-3871,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,XNA,,0.4742591816339269,,0.1292,,,0.8844,,0.0932,0.0803,0.3333,0.375,0.0,0.121,0.1092,0.0,0.0,0.0662,,,0.8432,,0.0403,0.0345,0.3333,0.375,0.0,0.1322,0.0859,0.0,0.0,0.1499,,,0.8792,,0.08,0.069,0.3333,0.375,0.0,0.1231,0.1089,0.0,0.0,reg oper account,block of flats,0.0818,Panel,No,,,,,-568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
446325,1,Revolving loans,F,N,Y,2,54000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00733,-8405,-332,-1572.0,-1071,,1,1,0,1,0,0,Waiters/barmen staff,4.0,2,2,MONDAY,18,0,0,0,0,0,0,Restaurant,,0.6160478095633969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6.0,0.0,6.0,0.0,-972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
446357,1,Revolving loans,M,N,Y,0,225000.0,540000.0,27000.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.007114,-15428,-1152,-9400.0,-4667,,1,1,0,1,0,0,Laborers,1.0,2,2,MONDAY,13,0,0,0,0,1,1,Industry: type 9,,0.13386607063440414,0.1419915427739129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
