,AGE
167368,62
167369,50
167370,31
167371,29
167372,26
167373,56
167374,53
167375,36
167376,26
167377,28
167378,35
167379,54
167380,54
167381,37
167382,28
167383,45
167384,41
167385,58
167386,43
167387,67
167388,48
167389,35
167390,31
167391,54
167392,55
167393,61
167394,46
167395,52
167396,27
167397,48
167398,59
167399,41
167400,40
167401,43
167402,44
167403,59
167404,51
167405,45
167406,59
167407,35
167408,35
167409,60
167410,30
167411,38
167412,45
167413,34
167414,63
167415,37
167416,56
167417,42
167418,61
167419,27
167420,31
167421,62
167422,46
167423,46
167424,48
167425,53
167426,54
167427,42
167428,52
167429,57
167430,49
167431,35
167432,30
167433,57
167434,29
167435,35
167436,47
167437,45
167438,56
167439,57
167440,31
167441,29
167442,56
167443,25
167444,23
167445,63
167446,62
167447,57
167448,44
167449,38
167450,51
167451,35
167452,55
167453,29
167454,38
167455,52
167456,39
167457,37
167458,51
167459,31
167460,64
167461,47
167462,28
167463,31
167464,46
167465,22
167466,52
167467,46
167468,59
167469,31
167470,39
167471,59
167472,47
167473,32
167474,57
167475,40
167476,45
167477,48
167478,28
167479,61
167480,50
167481,39
167482,52
167483,39
167484,37
167485,47
167486,43
167487,33
167488,36
167489,54
167490,56
167491,44
167492,41
167493,43
167494,31
167495,34
167496,32
167497,31
167498,67
167499,35
167500,55
167501,29
167502,63
167503,57
167504,48
167505,49
167506,53
167507,58
167508,35
167509,40
167510,67
167511,42
167512,67
167513,67
167514,30
167515,55
167516,29
167517,54
167518,49
167519,31
167520,48
167521,65
167522,53
167523,52
167524,51
167525,63
167526,32
167527,36
167528,51
167529,59
167530,45
167531,60
167532,42
167533,28
167534,43
167535,28
167536,46
167537,50
167538,56
167539,22
167540,26
167541,27
167542,53
167543,34
167544,63
167545,33
167546,23
167547,45
167548,48
167549,22
167550,48
167551,56
167552,21
167553,25
167554,36
167555,57
167556,44
167557,44
167558,41
167559,65
167560,51
167561,32
167562,63
167563,51
167564,41
167565,47
167566,62
167567,39
167568,45
167569,34
167570,66
167571,48
167572,32
167573,27
167574,29
167575,37
167576,22
167577,30
167578,32
167579,44
167580,55
167581,44
167582,43
167583,57
167584,50
167585,37
167586,42
167587,57
167588,52
167589,63
167590,59
167591,29
167592,31
167593,39
167594,66
167595,60
167596,25
167597,29
167598,33
167599,56
167600,40
167601,46
167602,57
167603,28
167604,30
167605,33
167606,52
167607,56
167608,40
167609,33
167610,63
167611,58
167612,35
167613,61
167614,64
167615,47
167616,31
167617,36
167618,54
167619,29
167620,32
167621,45
167622,58
167623,56
167624,53
167625,38
167626,54
167627,22
167628,28
167629,59
167630,41
167631,47
167632,25
167633,49
167634,35
167635,39
167636,38
167637,55
167638,28
167639,56
167640,25
167641,45
167642,34
167643,31
167644,45
167645,55
167646,35
167647,64
167648,41
167649,64
167650,62
167651,57
167652,36
167653,35
167654,52
167655,47
167656,51
167657,27
167658,35
167659,26
167660,26
167661,42
167662,27
167663,57
167664,50
167665,41
167666,42
167667,34
167668,49
167669,35
167670,67
167671,43
167672,55
167673,42
167674,45
167675,48
167676,31
167677,57
167678,52
167679,46
167680,64
167681,58
167682,43
167683,61
167684,43
167685,53
167686,47
167687,50
167688,30
167689,54
167690,61
167691,65
167692,35
167693,40
167694,50
167695,37
167696,29
167697,36
167698,49
167699,57
167700,48
167701,40
167702,27
167703,35
167704,31
167705,34
167706,27
167707,67
167708,27
167709,54
167710,40
167711,41
167712,44
167713,35
167714,43
167715,58
167716,38
167717,52
167718,31
167719,44
167720,35
167721,27
167722,47
167723,58
167724,37
167725,48
167726,45
167727,46
167728,22
167729,32
167730,58
167731,63
167732,39
167733,63
167734,41
167735,28
167736,27
167737,26
167738,58
167739,27
167740,24
167741,54
167742,44
167743,57
167744,66
167745,62
167746,37
167747,41
167748,41
167749,33
167750,62
167751,35
167752,36
167753,39
167754,26
167755,48
167756,51
167757,40
167758,49
167759,62
167760,66
167761,60
167762,58
167763,62
167764,59
167765,27
167766,59
167767,33
167768,33
167769,34
167770,43
167771,65
167772,42
167773,50
167774,39
167775,32
167776,61
167777,21
167778,26
167779,56
167780,30
167781,34
167782,53
167783,59
167784,45
167785,30
167786,57
167787,45
167788,38
167789,50
167790,65
167791,29
167792,42
167793,34
167794,65
167795,50
167796,55
167797,54
167798,35
167799,23
167800,54
167801,48
167802,36
167803,34
167804,30
167805,47
167806,60
167807,37
167808,32
167809,46
167810,50
167811,41
167812,49
167813,56
167814,51
167815,45
167816,62
167817,54
167818,60
167819,29
167820,52
167821,56
167822,39
167823,23
167824,49
167825,48
167826,47
167827,40
167828,58
167829,65
167830,62
167831,36
167832,49
167833,33
167834,47
167835,49
167836,40
167837,37
167838,32
167839,54
167840,46
167841,58
167842,38
167843,51
167844,59
167845,53
167846,52
167847,26
167848,40
167849,52
167850,41
167851,54
167852,53
167853,34
167854,38
167855,37
167856,56
167857,46
167858,43
167859,46
167860,38
167861,38
167862,62
167863,43
167864,29
167865,61
167866,36
167867,31
167868,53
167869,36
167870,37
167871,61
167872,41
167873,47
167874,41
167875,22
167876,31
167877,53
167878,52
167879,32
167880,34
167881,52
167882,41
167883,37
167884,39
167885,45
167886,38
167887,55
167888,39
167889,61
167890,38
167891,51
167892,33
167893,54
167894,34
167895,34
167896,49
167897,37
167898,43
167899,24
167900,60
167901,35
167902,58
167903,59
167904,35
167905,55
167906,40
167907,41
167908,59
167909,31
167910,49
167911,53
167912,46
167913,64
167914,26
167915,31
167916,58
167917,55
167918,58
167919,25
167920,60
167921,53
167922,43
167923,34
167924,26
167925,28
167926,30
167927,41
167928,62
167929,52
167930,29
167931,39
167932,57
167933,37
167934,43
167935,28
167936,54
167937,36
167938,42
167939,61
167940,51
167941,28
167942,38
167943,27
167944,52
167945,35
167946,42
167947,28
167948,60
167949,52
167950,42
167951,53
167952,36
167953,46
167954,54
167955,43
167956,26
167957,55
167958,34
167959,43
167960,60
167961,22
167962,53
167963,40
167964,54
167965,36
167966,50
167967,31
167968,57
167969,40
167970,58
167971,59
167972,62
167973,32
167974,43
167975,31
167976,54
167977,31
167978,50
167979,60
167980,56
167981,38
167982,31
167983,58
167984,59
167985,32
167986,57
167987,36
167988,41
167989,49
167990,65
167991,39
167992,57
167993,53
167994,39
167995,36
167996,25
167997,64
167998,44
167999,65
168000,25
168001,52
168002,26
168003,49
168004,56
168005,63
168006,48
168007,59
168008,33
168009,56
168010,34
168011,42
168012,26
168013,46
168014,64
168015,60
168016,39
168017,37
168018,40
168019,42
168020,42
168021,31
168022,47
168023,59
168024,36
168025,49
168026,65
168027,24
168028,50
168029,37
168030,40
168031,38
168032,47
168033,39
168034,27
168035,31
168036,24
168037,28
168038,57
168039,30
168040,51
168041,43
168042,53
168043,27
168044,29
168045,57
168046,34
168047,52
168048,57
168049,47
168050,23
168051,34
168052,24
168053,62
168054,33
168055,64
168056,29
168057,39
168058,52
168059,47
168060,35
168061,46
168062,32
168063,36
168064,26
168065,59
168066,37
168067,50
168068,33
168069,28
168070,51
168071,46
168072,52
168073,52
168074,31
168075,61
168076,59
168077,44
168078,36
168079,48
168080,60
168081,34
168082,28
168083,57
168084,21
168085,34
168086,48
168087,36
168088,48
168089,54
168090,21
168091,51
168092,29
168093,60
168094,30
168095,33
168096,36
168097,38
168098,28
168099,62
168100,57
168101,60
168102,48
168103,44
168104,34
168105,34
168106,31
168107,43
168108,45
168109,26
168110,48
168111,39
168112,57
168113,31
168114,30
168115,24
168116,55
168117,41
168118,53
168119,49
168120,30
168121,37
168122,58
168123,31
168124,29
168125,29
168126,50
168127,39
168128,31
168129,45
168130,40
168131,56
168132,28
168133,38
168134,54
168135,21
168136,35
168137,32
168138,42
168139,27
168140,26
168141,54
168142,31
168143,46
168144,35
168145,53
168146,38
168147,45
168148,37
168149,63
168150,50
168151,63
168152,57
168153,63
168154,27
168155,41
168156,32
168157,23
168158,32
168159,62
168160,46
168161,33
168162,61
168163,29
168164,39
168165,23
168166,33
168167,24
168168,44
168169,27
168170,42
168171,43
168172,32
168173,29
168174,39
168175,39
168176,32
168177,46
168178,32
168179,41
168180,37
168181,31
168182,27
168183,39
168184,41
168185,27
168186,44
168187,46
168188,27
168189,64
168190,36
168191,46
168192,58
168193,28
168194,50
168195,63
168196,54
168197,39
168198,37
168199,43
168200,46
168201,22
168202,34
168203,38
168204,45
168205,59
168206,38
168207,47
168208,43
168209,59
168210,31
168211,44
168212,43
168213,38
168214,24
168215,40
168216,49
168217,46
168218,58
168219,61
168220,60
168221,60
168222,41
168223,30
168224,47
168225,24
168226,57
168227,43
168228,30
168229,43
168230,33
168231,23
168232,56
168233,43
168234,50
168235,25
168236,63
168237,44
168238,32
168239,63
168240,41
168241,35
168242,32
168243,63
168244,34
168245,44
168246,64
168247,24
168248,39
168249,55
168250,32
168251,60
168252,48
168253,53
168254,60
168255,49
168256,53
168257,34
168258,26
168259,42
168260,33
168261,43
168262,29
168263,26
168264,48
168265,52
168266,65
168267,37
168268,60
168269,42
168270,39
168271,52
168272,26
168273,36
168274,43
168275,36
168276,27
168277,54
168278,27
168279,31
168280,58
168281,55
168282,43
168283,28
168284,52
168285,27
168286,40
168287,42
168288,34
168289,57
168290,39
168291,24
168292,45
168293,41
168294,64
168295,62
168296,32
168297,38
168298,38
168299,49
168300,35
168301,41
168302,62
168303,25
168304,22
168305,31
168306,30
168307,55
168308,45
168309,56
168310,39
168311,59
168312,64
168313,57
168314,22
168315,24
168316,22
168317,56
168318,51
168319,43
168320,48
168321,58
168322,43
168323,48
168324,53
168325,26
168326,56
168327,53
168328,63
168329,45
168330,67
168331,53
168332,50
168333,35
168334,31
168335,37
168336,24
168337,62
168338,50
168339,33
168340,45
168341,36
168342,29
168343,42
168344,36
168345,34
168346,32
168347,26
168348,31
168349,65
168350,61
168351,48
168352,41
168353,57
168354,55
168355,68
168356,44
168357,39
168358,65
168359,28
168360,60
168361,34
168362,40
168363,38
168364,58
168365,37
168366,36
168367,53
168368,58
168369,34
168370,50
168371,55
168372,41
168373,59
168374,59
168375,36
168376,40
168377,57
168378,58
168379,45
168380,53
168381,55
168382,49
168383,55
168384,29
168385,62
168386,25
168387,38
168388,28
168389,48
168390,21
168391,32
168392,22
168393,40
168394,31
168395,44
168396,29
168397,38
168398,53
168399,38
168400,61
168401,42
168402,36
168403,55
168404,54
168405,50
168406,29
168407,29
168408,53
168409,55
168410,32
168411,48
168412,26
168413,35
168414,32
168415,35
168416,45
168417,53
168418,63
168419,50
168420,42
168421,34
168422,27
168423,31
168424,51
168425,51
168426,32
168427,59
168428,56
168429,24
168430,47
168431,28
168432,66
168433,43
168434,61
168435,41
168436,63
168437,50
168438,60
168439,49
168440,31
168441,29
168442,60
168443,30
168444,47
168445,25
168446,36
168447,48
168448,26
168449,56
168450,64
168451,64
168452,64
168453,66
168454,38
168455,54
168456,47
168457,27
168458,44
168459,41
168460,55
168461,57
168462,41
168463,32
168464,38
168465,47
168466,60
168467,64
168468,27
168469,53
168470,64
168471,41
168472,36
168473,53
168474,59
168475,45
168476,57
168477,33
168478,40
168479,32
168480,24
168481,29
168482,55
168483,52
168484,28
168485,40
168486,59
168487,45
168488,36
168489,32
168490,49
168491,31
168492,64
168493,52
168494,28
168495,29
168496,48
168497,35
168498,64
168499,56
168500,21
168501,35
168502,54
168503,33
168504,37
168505,32
168506,57
168507,40
168508,31
168509,55
168510,36
168511,47
168512,37
168513,34
168514,22
168515,56
168516,38
168517,49
168518,58
168519,43
168520,59
168521,36
168522,54
168523,28
168524,34
168525,36
168526,43
168527,40
168528,39
168529,45
168530,44
168531,33
168532,64
168533,33
168534,61
168535,47
168536,64
168537,43
168538,29
168539,44
168540,42
168541,36
168542,35
168543,41
168544,23
168545,28
168546,33
168547,46
168548,40
168549,43
168550,53
168551,32
168552,58
168553,60
168554,50
168555,56
168556,27
168557,32
168558,40
168559,41
168560,31
168561,58
168562,29
168563,59
168564,40
168565,25
168566,56
168567,50
168568,43
168569,39
168570,38
168571,39
168572,38
168573,57
168574,49
168575,30
168576,47
168577,34
168578,38
168579,36
168580,26
168581,32
168582,38
168583,38
168584,33
168585,46
168586,52
168587,34
168588,22
168589,53
168590,34
168591,45
168592,43
168593,34
168594,32
168595,35
168596,39
168597,22
168598,43
168599,55
168600,28
168601,26
168602,63
168603,37
168604,36
168605,59
168606,54
168607,61
168608,32
168609,38
168610,37
168611,28
168612,29
168613,53
168614,46
168615,44
168616,43
168617,56
168618,46
168619,40
168620,42
168621,52
168622,47
168623,40
168624,59
168625,62
168626,54
168627,38
168628,65
168629,67
168630,35
168631,59
168632,53
168633,27
168634,24
168635,66
168636,50
168637,62
168638,63
168639,34
168640,58
168641,22
168642,52
168643,61
168644,51
168645,35
168646,27
168647,30
168648,43
168649,25
168650,35
168651,49
168652,50
168653,25
168654,54
168655,53
168656,60
168657,32
168658,51
168659,46
168660,60
168661,52
168662,46
168663,48
168664,38
168665,49
168666,34
168667,64
168668,29
168669,38
168670,28
168671,57
168672,37
168673,40
168674,40
168675,33
168676,61
168677,27
168678,48
168679,36
168680,40
168681,34
168682,53
168683,30
168684,45
168685,52
168686,54
168687,60
168688,57
168689,30
168690,42
168691,39
168692,46
168693,38
168694,68
168695,40
168696,65
168697,32
168698,58
168699,27
168700,44
168701,63
168702,45
168703,64
168704,43
168705,54
168706,52
168707,38
168708,34
168709,49
168710,50
168711,22
168712,57
168713,61
168714,45
168715,35
168716,33
168717,49
168718,49
168719,40
168720,23
168721,66
168722,39
168723,55
168724,44
168725,49
168726,55
168727,67
168728,49
168729,37
168730,49
168731,53
168732,22
168733,42
168734,50
168735,22
168736,38
168737,47
168738,29
168739,57
168740,28
168741,60
168742,63
168743,34
168744,62
168745,38
168746,58
168747,29
168748,32
168749,37
168750,38
168751,23
168752,48
168753,41
168754,35
168755,42
168756,32
168757,45
168758,41
168759,40
168760,41
168761,44
168762,25
168763,27
168764,31
168765,31
168766,59
168767,26
168768,57
168769,43
168770,31
168771,61
168772,31
168773,48
168774,55
168775,35
168776,34
168777,39
168778,38
168779,28
168780,48
168781,33
168782,42
168783,60
168784,44
168785,39
168786,52
168787,64
168788,57
168789,67
168790,53
168791,43
168792,54
168793,35
168794,31
168795,58
168796,28
168797,40
168798,54
168799,37
168800,49
168801,64
168802,58
168803,46
168804,53
168805,52
168806,46
168807,56
168808,29
168809,57
168810,58
168811,43
168812,27
168813,55
168814,61
168815,26
168816,43
168817,54
168818,35
168819,47
168820,51
168821,37
168822,48
168823,35
168824,34
168825,55
168826,38
168827,66
168828,37
168829,26
168830,21
168831,56
168832,45
168833,37
168834,34
168835,60
168836,27
168837,58
168838,25
168839,27
168840,27
168841,38
168842,23
168843,62
168844,50
168845,43
168846,55
168847,35
168848,56
168849,37
168850,31
168851,57
168852,48
168853,44
168854,63
168855,50
168856,32
168857,40
168858,40
168859,48
168860,49
168861,30
168862,41
168863,53
168864,27
168865,67
168866,27
168867,39
168868,61
168869,30
168870,36
168871,44
168872,31
168873,55
168874,46
168875,55
168876,27
168877,30
168878,35
168879,31
168880,26
168881,33
168882,42
168883,38
168884,38
168885,27
168886,44
168887,52
168888,45
168889,24
168890,59
168891,54
168892,64
168893,32
168894,47
168895,48
168896,22
168897,40
168898,28
168899,31
168900,50
168901,54
168902,27
168903,37
168904,56
168905,24
168906,39
168907,56
168908,43
168909,55
168910,43
168911,54
168912,58
168913,56
168914,49
168915,42
168916,63
168917,60
168918,43
168919,59
168920,42
168921,44
168922,40
168923,55
168924,46
168925,49
168926,47
168927,49
168928,52
168929,33
168930,64
168931,49
168932,42
168933,49
168934,44
168935,34
168936,60
168937,37
168938,43
168939,61
168940,66
168941,57
168942,22
168943,31
168944,37
168945,36
168946,58
168947,32
168948,22
168949,36
168950,25
168951,57
168952,55
168953,33
168954,25
168955,52
168956,64
168957,58
168958,30
168959,48
168960,61
168961,57
168962,54
168963,44
168964,42
168965,29
168966,39
168967,54
168968,40
168969,53
168970,61
168971,34
168972,42
168973,36
168974,40
168975,33
168976,22
168977,43
168978,29
168979,32
168980,37
168981,27
168982,64
168983,37
168984,29
168985,55
168986,31
168987,34
168988,30
168989,54
168990,52
168991,46
168992,26
168993,35
168994,35
168995,28
168996,38
168997,23
168998,33
168999,62
169000,36
169001,26
169002,55
169003,64
169004,40
169005,59
169006,40
169007,54
169008,36
169009,57
169010,52
169011,59
169012,36
169013,29
169014,45
169015,56
169016,38
169017,42
169018,46
169019,30
169020,32
169021,24
169022,41
169023,32
169024,56
169025,25
169026,27
169027,57
169028,30
169029,38
169030,27
169031,46
169032,50
169033,39
169034,34
169035,39
169036,56
169037,43
169038,60
169039,64
169040,54
169041,64
169042,40
169043,31
169044,44
169045,24
169046,51
169047,28
169048,66
169049,59
169050,37
169051,27
169052,46
169053,40
169054,33
169055,51
169056,22
169057,41
169058,37
169059,50
169060,62
169061,36
169062,47
169063,23
169064,53
169065,67
169066,57
169067,27
169068,35
169069,48
169070,23
169071,44
169072,31
169073,56
169074,25
169075,51
169076,59
169077,49
169078,44
169079,61
169080,33
169081,45
169082,21
169083,30
169084,62
169085,44
169086,28
169087,40
169088,40
169089,51
169090,59
169091,58
169092,37
169093,36
169094,47
169095,68
169096,33
169097,65
169098,60
169099,63
169100,55
169101,52
169102,26
169103,54
169104,50
169105,42
169106,54
169107,62
169108,24
169109,50
169110,59
169111,37
169112,36
169113,45
169114,38
169115,48
169116,49
169117,38
169118,35
169119,48
169120,37
169121,55
169122,39
169123,64
169124,43
169125,26
169126,34
169127,42
169128,45
169129,57
169130,34
169131,27
169132,53
169133,34
169134,55
169135,65
169136,33
169137,52
169138,28
169139,46
169140,51
169141,32
169142,34
169143,43
169144,55
169145,50
169146,62
169147,36
169148,33
169149,43
169150,34
169151,51
169152,51
169153,53
169154,46
169155,40
169156,30
169157,44
169158,59
169159,56
169160,48
169161,48
169162,51
169163,41
169164,47
169165,22
169166,46
169167,38
169168,47
169169,24
169170,48
169171,34
169172,50
169173,29
169174,23
169175,46
169176,55
169177,37
169178,30
169179,56
169180,31
169181,43
169182,60
169183,43
169184,54
169185,41
169186,45
169187,59
169188,22
169189,53
169190,34
169191,59
169192,57
169193,67
169194,42
169195,49
169196,38
169197,60
169198,59
169199,64
169200,51
169201,51
169202,33
169203,62
169204,26
169205,32
169206,67
169207,54
169208,39
169209,45
169210,42
169211,53
169212,49
169213,60
169214,36
169215,24
169216,49
169217,41
169218,52
169219,21
169220,65
169221,55
169222,46
169223,39
169224,25
169225,67
169226,39
169227,30
169228,48
169229,39
169230,66
169231,42
169232,35
169233,36
169234,28
169235,23
169236,28
169237,34
169238,50
169239,35
169240,41
169241,24
169242,44
169243,47
169244,46
169245,39
169246,56
169247,62
169248,40
169249,47
169250,48
169251,39
169252,54
169253,53
169254,24
169255,29
169256,44
169257,34
169258,37
169259,60
169260,43
169261,52
169262,45
169263,64
169264,25
169265,48
169266,41
169267,53
169268,47
169269,64
169270,41
169271,45
169272,45
169273,37
169274,31
169275,23
169276,64
169277,49
169278,37
169279,34
169280,40
169281,33
169282,45
169283,46
169284,66
169285,24
169286,37
169287,40
169288,67
169289,67
169290,39
169291,59
169292,59
169293,37
169294,24
169295,49
169296,40
169297,31
169298,36
169299,27
169300,60
169301,31
169302,47
169303,30
169304,61
169305,36
169306,49
169307,59
169308,67
169309,32
169310,37
169311,58
169312,65
169313,50
169314,46
169315,58
169316,57
169317,28
169318,41
169319,32
169320,27
169321,24
169322,36
169323,35
169324,42
169325,29
169326,62
169327,39
169328,58
169329,46
169330,38
169331,27
169332,35
169333,23
169334,50
169335,58
169336,46
169337,45
169338,29
169339,60
169340,41
169341,49
169342,41
169343,39
169344,31
169345,49
169346,34
169347,42
169348,63
169349,57
169350,41
169351,37
169352,46
169353,36
169354,59
169355,43
169356,29
169357,28
169358,24
169359,27
169360,38
169361,45
169362,27
169363,56
169364,52
169365,40
169366,59
169367,59
169368,51
169369,65
169370,53
169371,33
169372,35
169373,54
169374,52
169375,37
169376,46
169377,31
169378,38
169379,31
169380,51
169381,39
169382,43
169383,50
169384,51
169385,55
169386,36
169387,39
169388,49
169389,59
169390,59
169391,36
169392,39
169393,32
169394,35
169395,57
169396,68
169397,29
169398,34
169399,59
169400,54
169401,32
169402,43
169403,43
169404,38
169405,40
169406,43
169407,48
169408,56
169409,29
169410,59
169411,54
169412,35
169413,42
169414,51
169415,50
169416,38
169417,36
169418,50
169419,30
169420,64
169421,56
169422,53
169423,64
169424,54
169425,47
169426,42
169427,41
169428,39
169429,50
169430,55
169431,61
169432,58
169433,59
169434,31
169435,41
169436,28
169437,60
169438,44
169439,46
169440,44
169441,49
169442,35
169443,39
169444,50
169445,56
169446,62
169447,31
169448,65
169449,62
169450,43
169451,57
169452,60
169453,37
169454,46
169455,45
169456,44
169457,49
169458,35
169459,45
169460,32
169461,42
169462,41
169463,67
169464,63
169465,59
169466,28
169467,51
169468,35
169469,32
169470,48
169471,39
169472,56
169473,28
169474,45
169475,33
169476,42
169477,31
169478,26
169479,51
169480,35
169481,38
169482,35
169483,35
169484,34
169485,32
169486,49
169487,45
169488,51
169489,40
169490,29
169491,40
169492,27
169493,56
169494,42
169495,49
169496,22
169497,51
169498,25
169499,54
169500,32
169501,55
169502,55
169503,56
169504,44
169505,30
169506,41
169507,66
169508,44
169509,33
169510,64
169511,46
169512,40
169513,24
169514,62
169515,32
169516,29
169517,40
169518,46
169519,58
169520,32
169521,29
169522,56
169523,22
169524,46
169525,44
169526,29
169527,41
169528,48
169529,33
169530,29
169531,48
169532,58
169533,28
169534,38
169535,27
169536,32
169537,52
169538,27
169539,28
169540,21
169541,59
169542,29
169543,49
169544,32
169545,53
169546,40
169547,42
169548,33
169549,31
169550,34
169551,28
169552,47
169553,63
169554,51
169555,34
169556,55
169557,29
169558,35
169559,56
169560,43
169561,47
169562,69
169563,51
169564,64
169565,35
169566,45
169567,35
169568,44
169569,28
169570,58
169571,56
169572,28
169573,27
169574,47
169575,57
169576,62
169577,36
169578,58
169579,61
169580,36
169581,29
169582,29
169583,53
169584,67
169585,45
169586,24
169587,58
169588,32
169589,55
169590,52
169591,29
169592,34
169593,50
169594,55
169595,47
169596,33
169597,31
169598,54
169599,24
169600,47
169601,28
169602,34
169603,32
169604,50
169605,23
169606,35
169607,26
169608,21
169609,54
169610,60
169611,54
169612,40
169613,61
169614,28
169615,31
169616,30
169617,45
169618,40
169619,35
169620,32
169621,57
169622,34
169623,39
169624,40
169625,44
169626,68
169627,29
169628,28
169629,23
169630,46
169631,42
169632,60
169633,29
169634,43
169635,62
169636,51
169637,34
169638,63
169639,31
169640,47
169641,48
169642,36
169643,29
169644,46
169645,30
169646,62
169647,59
169648,53
169649,40
169650,54
169651,47
169652,48
169653,49
169654,63
169655,30
169656,46
169657,62
169658,63
169659,33
169660,33
169661,63
169662,48
169663,30
169664,60
169665,42
169666,63
169667,29
169668,57
169669,47
169670,57
169671,58
169672,22
169673,41
169674,37
169675,55
169676,31
169677,51
169678,34
169679,65
169680,60
169681,41
169682,34
169683,22
169684,53
169685,51
169686,58
169687,27
169688,31
169689,34
169690,37
169691,62
169692,27
169693,57
169694,37
169695,62
169696,33
169697,59
169698,47
169699,38
169700,41
169701,40
169702,58
169703,26
169704,63
169705,56
169706,51
169707,66
169708,37
169709,24
169710,23
169711,28
169712,28
169713,51
169714,50
169715,22
169716,46
169717,49
169718,52
169719,29
169720,34
169721,53
169722,62
169723,48
169724,49
169725,49
169726,22
169727,37
169728,33
169729,48
169730,44
169731,65
169732,63
169733,52
169734,54
169735,56
169736,23
169737,38
169738,53
169739,34
169740,28
169741,56
169742,50
169743,28
169744,32
169745,39
169746,53
169747,45
169748,58
169749,56
169750,48
169751,28
169752,45
169753,30
169754,58
169755,47
169756,61
169757,36
169758,44
169759,41
169760,46
169761,44
169762,40
169763,41
169764,64
169765,40
169766,34
169767,35
169768,30
169769,61
169770,37
169771,31
169772,23
169773,34
169774,38
169775,61
169776,37
169777,31
169778,64
169779,47
169780,65
169781,26
169782,62
169783,53
169784,44
169785,32
169786,64
169787,40
169788,31
169789,48
169790,30
169791,48
169792,66
169793,52
169794,34
169795,29
169796,40
169797,57
169798,64
169799,27
169800,47
169801,35
169802,28
169803,40
169804,24
169805,57
169806,61
169807,27
169808,36
169809,33
169810,27
169811,51
169812,28
169813,53
169814,62
169815,37
169816,41
169817,38
169818,42
169819,58
169820,35
169821,23
169822,54
169823,69
169824,47
169825,24
169826,44
169827,34
169828,43
169829,49
169830,64
169831,33
169832,28
169833,47
169834,28
169835,40
169836,28
169837,35
169838,52
169839,62
169840,38
169841,53
169842,55
169843,37
169844,61
169845,49
169846,62
169847,51
169848,55
169849,42
169850,65
169851,55
169852,52
169853,44
169854,51
169855,60
169856,38
169857,38
169858,33
169859,45
169860,46
169861,58
169862,31
169863,29
169864,57
169865,34
169866,35
169867,37
169868,34
169869,54
169870,30
169871,31
169872,58
169873,36
169874,36
169875,56
169876,22
169877,43
169878,36
169879,40
169880,31
169881,35
169882,39
169883,39
169884,36
169885,51
169886,53
169887,40
169888,49
169889,27
169890,32
169891,40
169892,30
169893,42
169894,36
169895,34
169896,44
169897,57
169898,62
169899,35
169900,25
169901,40
169902,50
169903,31
169904,33
169905,27
169906,32
169907,39
169908,58
169909,46
169910,41
169911,27
169912,53
169913,29
169914,65
169915,39
169916,38
169917,30
169918,58
169919,33
169920,35
169921,30
169922,53
169923,67
169924,40
169925,30
169926,33
169927,36
169928,43
169929,35
169930,38
169931,62
169932,23
169933,56
169934,58
169935,41
169936,37
169937,45
169938,41
169939,28
169940,63
169941,37
169942,37
169943,38
169944,38
169945,32
169946,62
169947,43
169948,33
169949,51
169950,50
169951,55
169952,46
169953,46
169954,38
169955,55
169956,27
169957,55
169958,58
169959,66
169960,29
169961,35
169962,27
169963,42
169964,39
169965,64
169966,41
169967,49
169968,36
169969,39
169970,49
169971,45
169972,40
169973,57
169974,31
169975,64
169976,39
169977,31
169978,44
169979,27
169980,56
169981,57
169982,49
169983,39
169984,30
169985,55
169986,30
169987,40
169988,61
169989,24
169990,27
169991,40
169992,41
169993,51
169994,33
169995,37
169996,49
169997,30
169998,57
169999,52
170000,64
170001,41
170002,40
170003,38
170004,37
170005,47
170006,38
170007,62
170008,45
170009,64
170010,46
170011,29
170012,40
170013,37
170014,49
170015,53
170016,61
170017,35
170018,29
170019,63
170020,24
170021,47
170022,38
170023,29
170024,28
170025,27
170026,26
170027,29
170028,28
170029,42
170030,55
170031,56
170032,42
170033,38
170034,36
170035,45
170036,50
170037,45
170038,62
170039,37
170040,29
170041,57
170042,58
170043,46
170044,44
170045,27
170046,59
170047,58
170048,27
170049,54
170050,31
170051,29
170052,64
170053,33
170054,60
170055,32
170056,48
170057,59
170058,36
170059,30
170060,50
170061,64
170062,27
170063,48
170064,27
170065,28
170066,57
170067,47
170068,38
170069,38
170070,64
170071,46
170072,45
170073,37
170074,42
170075,52
170076,31
170077,62
170078,51
170079,53
170080,54
170081,64
170082,34
170083,33
170084,28
170085,29
170086,64
170087,33
170088,36
170089,56
170090,27
170091,53
170092,64
170093,62
170094,64
170095,46
170096,33
170097,46
170098,52
170099,59
170100,45
170101,39
170102,37
170103,57
170104,61
170105,29
170106,61
170107,58
170108,31
170109,47
170110,31
170111,29
170112,27
170113,46
170114,59
170115,67
170116,48
170117,39
170118,46
170119,37
170120,43
170121,57
170122,23
170123,53
170124,26
170125,48
170126,62
170127,39
170128,40
170129,61
170130,45
170131,40
170132,26
170133,30
170134,53
170135,52
170136,22
170137,21
170138,64
170139,35
170140,42
170141,60
170142,23
170143,57
170144,36
170145,65
170146,55
170147,57
170148,28
170149,36
170150,29
170151,26
170152,42
170153,50
170154,57
170155,45
170156,46
170157,36
170158,47
170159,34
170160,32
170161,27
170162,43
170163,39
170164,61
170165,55
170166,44
